"paper_id","coder","paper_title","criterion category","criterion label","new criterion label","normative framing","text evidence","is prerequisite for","depends on","can be automated","LLM involved","notes"
35,"Amelia","Trust, but verify: an investigation of methods of verification and dissemination of computational research artifacts for transparency and reproducibility","Availability","data provenance",,"descriptive","""The AEA, AJPS, and JASA-ACS initiatives require that the relationship between provided code/data and the figures and tables in the paper be specified (i.e., results provenance)"" (p.141)",,,"unclear",,
35,"Amelia","Trust, but verify: an investigation of methods of verification and dissemination of computational research artifacts for transparency and reproducibility","Availability","license",,"injunctive","""License and copyright information should be provided for all elements of the package. Although not strictly required for reproducibility assessment, license and copyright are important for future reusability"" (p.170)",,,"unclear",,
35,"Amelia","Trust, but verify: an investigation of methods of verification and dissemination of computational research artifacts for transparency and reproducibility","Executability","dependency resolution",,"injunctive","""In some cases, reproduction requires installing software dependencies on a new target system while others allow for access to the original target system"" (p.137)",,,"unclear",,
35,"Amelia","Trust, but verify: an investigation of methods of verification and dissemination of computational research artifacts for transparency and reproducibility","Executability","computing environment",,"injunctive","""Using the wrong version of software or data may result in irreproducibility of results... it is important to document in sufficient detail the computational environment used"" (p.142–143)",,,"unclear",,
35,"Amelia","Trust, but verify: an investigation of methods of verification and dissemination of computational research artifacts for transparency and reproducibility","Consistency","codes consistent with claims",,"injunctive","JASA-ACS: ""[W]ithout having run the code, do you have any concerns that the code would not reproduce the key results?"" (Table 6.2, p.138)",,,"unclear",,
35,"Amelia","Trust, but verify: an investigation of methods of verification and dissemination of computational research artifacts for transparency and reproducibility","Consistency","numerical output match",,"injunctive","""An article is designated as reproducible if the AER succeeds in executing the code on the data provided and produces results matching those that the authors claim are reproducible"" (Table 6.2, p.138)",,,"unclear",,
37,"Amelia","The four possibilities of reproducible scientific computations","Availability","data deposit",,"injunctive","""the possibility to inspect all the input data... that can possibly have an impact on the results""","numerical output match; dynamic code inspection",,"unclear",,
37,"Amelia","The four possibilities of reproducible scientific computations","Availability","code deposit",,"injunctive","""all the source code that can possibly have an impact on the results... is required to allow independent verification""","numerical output match; dynamic code inspection",,"unclear",,
37,"Amelia","The four possibilities of reproducible scientific computations","Executability","new criterion","dynamic code inspection","injunctive","""the possibility to explore the behavior of the code, by inspecting intermediate results, by running the code with small modifications, or by subjecting it to code analysis tools""",,"code deposit; data deposit","unclear",,"This sentence implies the ability to execute and manipulate that code to observe its behavior. This is different from static code analysis (""codes consistent with claims"")"
37,"Amelia","The four possibilities of reproducible scientific computations","Executability","computing environment",,"injunctive","""the possibility to run the code on a suitable computer of one's own choice in order to verify that it indeed produces the claimed results""",,,"unclear",,
38,"Amelia","Ten simple rules for writing dockerfiles for reproducible data science","Availability","code deposit",,"injunctive","""you should publish all files COPYied into the image, e.g., test data or files for software installation from source... in the same public repository as the Dockerfile, e.g., in a research compendium""",,,"unclear",,
38,"Amelia","Ten simple rules for writing dockerfiles for reproducible data science","Availability","data deposit",,"injunctive","""you should publish all files COPYied into the image, e.g., test data or files for software installation from source... in the same public repository as the Dockerfile, e.g., in a research compendium"" (p. 16)",,,"unclear",,
38,"Amelia","Ten simple rules for writing dockerfiles for reproducible data science","Availability","data provenance",,"injunctive","""you should publish all files COPYied into the image, e.g., test data or files for software installation from source... in the same public repository as the Dockerfile, e.g., in a research compendium"" (p. 16)",,,"unclear",,
38,"Amelia","Ten simple rules for writing dockerfiles for reproducible data science","Availability","data documentation",,"injunctive","""It is often helpful to provide usage instructions, i.e., how to docker build and docker run the image, within the Dockerfile"" (p. 16)",,,"unclear",,
38,"Amelia","Ten simple rules for writing dockerfiles for reproducible data science","Availability","license",,"injunctive","""Regarding licensing information, this should include the license of your own code and could point to a LICENSE file within the image"" (p. 11-12)",,,"unclear",,
38,"Amelia","Ten simple rules for writing dockerfiles for reproducible data science","Executability","dependency resolution",,"injunctive","""In some cases (e.g., Conda) the package manager is also able to make decisions about what versions to install, which is likely to lead to a non-reproducible build. For this reason, it is necessary to pin the dependency versions."" (p. 15)",,,"unclear",,
38,"Amelia","Ten simple rules for writing dockerfiles for reproducible data science","Executability","computing environment",,"injunctive","""for security, transparency, and reproducibility, you should only use images where you have access to the Dockerfile"" (p. 9)",,,"unclear",,
38,"Amelia","Ten simple rules for writing dockerfiles for reproducible data science","Executability","new criterion","version control","injunctive","""As plain text files, Dockerfiles are well suited for use with version control systems. Including a Dockerfile alongside your code and data is an effective way to consistently build your software"" (p. 15-16)",,,"unclear",,
38,"Amelia","Ten simple rules for writing dockerfiles for reproducible data science","Availability","new criterion","artifacts longevity/sustainability","injunctive","""if you use a container daily, it is good practice to rebuild that container every 1 or 2 weeks; this helps identify breaking changes early and prevents multiple issues compounding on each other"" (p. 20)",,,"unclear",,
39,"Amelia","How to make a pie: reproducible research for empirical economics and econometrics","Availability","code deposit",,"injunctive","""any researcher, when acting as a referee, should ask for data and code at the early stages of the publication process so that the article can be evaluated in light of its sources"" (p. 1136) and ""we believe that scientific journals and institutions financing research... should at least provide clear incentives or, even better, impose minimal mandatory data and code policies for funded research programs"" (p. 1136)",,,"unclear",,
39,"Amelia","How to make a pie: reproducible research for empirical economics and econometrics","Availability","data deposit",,"injunctive","""any researcher, when acting as a referee, should ask for data and code at the early stages of the publication process so that the article can be evaluated in light of its sources"" (p. 1136) and ""we believe that scientific journals and institutions financing research... should at least provide clear incentives or, even better, impose minimal mandatory data and code policies for funded research programs"" (p. 1136)",,,"unclear",,
39,"Amelia","How to make a pie: reproducible research for empirical economics and econometrics","Availability","data documentation",,"injunctive","""We also suggest, as a good practice, the inclusion of a specific section in the final publication describing the computing environment"" (p. 1142) and ""it is useful to indicate, at the top of any program, the information needed to understand it, for example, the date, description, goal of the code, version... input (and output) data files, input parameters, the version of the software... packages used (and their version)..."" (p. 1151)",,,"unclear",,
39,"Amelia","How to make a pie: reproducible research for empirical economics and econometrics","Availability","data provenance",,"tacit","""Citing data with DOI identification from open trusted repositories can also facilitate the reusability of data sets"" (p. 1141)",,,"unclear",,
39,"Amelia","How to make a pie: reproducible research for empirical economics and econometrics","Availability","license",,"injunctive","""the choice of the versioning tool should satisfy the data terms of use"" (p. 1147)",,,"unclear",,
39,"Amelia","How to make a pie: reproducible research for empirical economics and econometrics","Executability","path resolution",,"injunctive","""A first easy-to-implement habit is to use relative paths in programs when calling a function, another program, or a data set"" (p. 1149); also invokes ""Never type anything that you can obtain from a saved result"" (Drukker's dictum) (p. 1149)",,,"unclear",,
39,"Amelia","How to make a pie: reproducible research for empirical economics and econometrics","Executability","computing environment",,"injunctive","""it is also important to ensure the reproducibility of computation... keeping track of the software (and its version), the packages used (and their version), and the computer used (CPU, operating system) helps to avoid such disagreements"" (p. 1151)",,,"unclear",,
39,"Amelia","How to make a pie: reproducible research for empirical economics and econometrics","Executability","dependency resolution",,"injunctive","""it is also important to ensure the reproducibility of computation... keeping track of the software (and its version), the packages used (and their version), and the computer used (CPU, operating system) helps to avoid such disagreements"" (p. 1151)",,,"unclear",,
40,"Amelia","The role of containers in reproducibility","Executability","computing environment",,"injunctive","""In the paper, we posit that containers can play a critical role in aiding in reproducibility."" (p. 19) and ""Use a well defined base image that is carefully tagged. The most reliable way is to use the hash tag reference for the image"" (p. 22)",,,"unclear",,
40,"Amelia","The role of containers in reproducibility","Executability","dependency resolution",,"injunctive","""Any packages installed via a package manager should specify the exact versions to be installed... any dependencies must also be explicitly specified with versions."" (p. 22)",,,"unclear",,
41,"Amelia","Reproducibility in accounting research: views of the research community","Availability","data deposit",,"injunctive","""Papers are only published if the data used in the analysis are clearly and precisely documented and are readily available to any researcher for purposes of replication."" — AER policy, p. 542",,,"unclear",,
41,"Amelia","Reproducibility in accounting research: views of the research community","Availability","code deposit",,"injunctive","""the computations sufficient to permit replication...Data and Code Repository"" [Final Analysis Code: Required] — AER policy, p. 542",,,"unclear",,
42,"Amelia","AEA data and code availability policy","Availability","data deposit",,"injunctive","""Authors of accepted papers that contain empirical work, simulations, or experimental work must provide, prior to acceptance, information about the data, programs, and other details of the computations sufficient to permit replication"" (p. 818)",,,"unclear",,"data isn't required if it's proprietary"
42,"Amelia","AEA data and code availability policy","Availability","code deposit",,"injunctive","""Authors of accepted papers that contain empirical work, simulations, or experimental work must provide, prior to acceptance, information about the data, programs, and other details of the computations sufficient to permit replication"" (p. 818) and ""A master script is strongly encouraged."" (p. 819)",,,"unclear",,
42,"Amelia","AEA data and code availability policy","Availability","data documentation",,"injunctive","""Authors of accepted papers that contain empirical work, simulations, or experimental work must provide, prior to acceptance, information about the data, programs, and other details of the computations sufficient to permit replication"" (p. 818) and ""authors must provide a README file listing all included files and documenting the purpose, format, and provenance of each file provided, as well as instructing a user on how replication can be conducted"" (p. 819) and ""Codebooks or similar metadata should describe the allowed values and their meaning for each variable."" (p. 819)",,,"unclear",,
42,"Amelia","AEA data and code availability policy","Availability","data provenance",,"injunctive","""The data availability statement shall provide detailed information on how, where, and under what conditions an independent researcher can access the original source data... and it must be explicit and accurate about any restrictions, requirements, payments, and processing delays."" (p. 819) and ""authors must provide a README file listing all included files and documenting the purpose, format, and provenance of each file provided, as well as instructing a user on how replication can be conducted"" (p. 819)",,,"unclear",,
42,"Amelia","AEA data and code availability policy","Availability","new criterion","artifacts longevity/sustainability","injunctive","""authors must commit to preserving data and code for a period of no less than five years following publication"" (p. 818)",,,"unclear",,
43,"Amelia","Dawning of a new age? Economics journals’ data policies on the test bench","Availability","data deposit",,"injunctive","""the dataset(s) used to reach the findings of a paper. Without the data, empirical findings cannot be checked. Therefore, availability of data is essential for reproductions."" (p. 8)",,,"unclear",,
43,"Amelia","Dawning of a new age? Economics journals’ data policies on the test bench","Availability","code deposit",,"injunctive","""the program code (e.g. of statistical analyses in econometric papers, experiments or simulations). Without having the program code of a statistical analysis, the results of a paper and their robustness cannot be assessed satisfactorily."" (p. 8)",,,"unclear",,
43,"Amelia","Dawning of a new age? Economics journals’ data policies on the test bench","Availability","data documentation",,"injunctive","""descriptions of the data (e.g. data dictionary, codebooks, documentations) and/or of the entire research process (e.g. in readme-file and/or by including the instructions of experiments). Without descriptions of the data, it often is very difficult to make use of the data."" (p. 8)",,,"unclear",,
43,"Amelia","Dawning of a new age? Economics journals’ data policies on the test bench","Availability","data provenance",,"injunctive","""journals need a procedure that regulates these cases. The goal is to permit reproductions in principle, even if the original data cannot be shared for legal reasons... Such a procedure might include providing an identifier of the data used, a contact address from where to obtain the data, information on the availability/access conditions of data, and the program code of the analysis."" (p. 9)",,,"unclear",,
44,"Amelia","Active maintenance: a proposal for the long-term computational reproducibility of scientific results","Availability","data deposit",,"tacit","""In three of the 20 studies, raw data and associated cleaning files were not deposited... we did not classify the resulting errors as indications of failed computational replication"" (p. 463)",,,"unclear",,
44,"Amelia","Active maintenance: a proposal for the long-term computational reproducibility of scientific results","Availability","code deposit",,"tacit","""In three of the 20 studies, raw data and associated cleaning files were not deposited... we did not classify the resulting errors as indications of failed computational replication"" (p. 463)",,,"unclear",,
44,"Amelia","Active maintenance: a proposal for the long-term computational reproducibility of scientific results","Availability","data documentation",,"injunctive","""'clean,' well-documented code with proper metadata will be easier to maintain and should be a matter of routine"" (p. 465)",,,"unclear",,
44,"Amelia","Active maintenance: a proposal for the long-term computational reproducibility of scientific results","Executability","dependency resolution",,"tacit","""three studies relied on packages that had been removed from CRAN (e.g., Design) or updated in ways that made it impossible to run the original syntax (e.g., Zelig)"" (p. 464)",,,"yes","no",
44,"Amelia","Active maintenance: a proposal for the long-term computational reproducibility of scientific results","Executability","computing environment",,"tacit","""The replication archive and the computing environment as it existed at the moment of deposit... are placed in a virtual container guaranteeing that even if the code is run on different machines, the same results will be reproduced"" (p. 464)",,,"unclear",,
44,"Amelia","Active maintenance: a proposal for the long-term computational reproducibility of scientific results","Executability","coding error handling",,"tacit","""Errors were classified based on whether a moderately trained replicator would be able to overcome them without substantially updating the script for the statistical analysis or after receiving help from the study authors"" (p. 463)",,,"unclear",,
44,"Amelia","Active maintenance: a proposal for the long-term computational reproducibility of scientific results","Availability","new criterion","artifacts longevity/sustainability","injunctive","""we propose that researchers dedicated to computational reproducibility should have a plan in place for 'active maintenance' of their analysis code"" (Abstract/p. 462)",,,"unclear",,
45,"Amelia","Toward reusable science with readable code and reproducibility","Availability","code deposit",,"injunctive","""only original code provides enough detail to allow for research replication"" and ""Sharing code enables a higher level of research transparency as anyone can review, examine and scrutinize published results in detail"" (p. 1, Introduction). Also: ""While a scientific finding can be clearly described in publications to provide a gist of its research methodology, only original code provides enough detail…"" (p. 1)","dependency resolution; path resolution; computing environment; codes consistent with claims; numerical output match; table and figure match",,"no",,
45,"Amelia","Toward reusable science with readable code and reproducibility","Availability","data deposit",,"injunctive","""After completing the form, the users upload their data and code."" (p. 4, Section III-B). Also: ""leveraging previously published findings and reusing shared research data and code is critical for further scientific inquiries"" (p. 1). The RE3 platform requires data upload as part of the workflow: ""enables users to upload their data and code, and it incorporates both reproducibility tests and readability ratings."" (p. 3)","numerical output match; table and figure match",,"no",,
45,"Amelia","Toward reusable science with readable code and reproducibility","Availability","data documentation",,"injunctive","""we ask the researcher about the used R version"" (p. 4); ""A quick text-parsing analysis revealed that the used R version was documented in deposited files in the format 'R x.y.z' in 44 out of 207 (21%) replication packages. Considering that the R version is essential for successfully re-executing old code files, this outcome is quite low. In the RE3 platform, we directly ask the depositor to specify the version as part of the submission system."" (p. 5–6)","dependency resolution; computing environment",,"yes","no",
45,"Amelia","Toward reusable science with readable code and reproducibility","Availability","license",,"injunctive","""Our form features both data and code license fields as different types of licenses apply to these resources. The absence of one of the two licenses in a replication package with data and code may create legal uncertainty. Though the licenses should be open to allow reuse, no license within the published material means that all copyright laws apply and that the author retains all rights to data or code. To create a platform that facilitates reusable research, licenses for both types of resources needed to be incorporated."" (p. 4)",,,"yes","no","only check presence of the license file, not the content"
45,"Amelia","Toward reusable science with readable code and reproducibility","Executability","dependency resolution",,"injunctive","""One of the major challenges in computational reproducibility and reuse is capturing code dependencies necessary for its execution. Code dependencies can be software meant to build or run the code, external libraries, and system requirements needed to run the code correctly. These dependencies are currently not captured for much of the published research code, which is one of the major causes of non-reproducibility reported across fields."" (p. 5)","computing environment; codes consistent with claims; coding error handling; numerical output match; table and figure match","code deposit; data documentation","yes","no","The RE3 platform automates dependency installation via Docker/Conda"
45,"Amelia","Toward reusable science with readable code and reproducibility","Executability","path resolution",,"tacit","""One of the best reproducibility practices is to test research code in a clean environment before publishing it or sharing it online. Doing that helps the researcher (or code depositor) identify common errors such as fixed file paths, missing dependencies, and missing files."" (p. 5)","numerical output match; table and figure match","code deposit; data documentation","yes","no",
45,"Amelia","Toward reusable science with readable code and reproducibility","Executability","computing environment",,"injunctive","""All configurations for the Docker containers, the code and data files are saved to ensure a reusable, standardized environment that can guarantee the code will execute as intended in the future."" (p. 5–6)",,"code deposit; data documentation","yes","no",
46,"Amelia","Reproducible research in R: a tutorial on how to do the same thing more than once","Availability","code deposit",,"injunctive","""the sharing of such digital research products is a necessary condition for reproducibility, it is not a sufficient one"" (p. 838)",,,"yes","no","via usethis::use_github()), though the public/private decision is manual"
46,"Amelia","Reproducible research in R: a tutorial on how to do the same thing more than once","Availability","data deposit",,"injunctive","""the sharing of such digital research products is a necessary condition for reproducibility, it is not a sufficient one"" (p. 838)",,,"yes","no","via usethis::use_github()), though the public/private decision is manual"
46,"Amelia","Reproducible research in R: a tutorial on how to do the same thing more than once","Availability","data documentation",,"descriptive","""In practice, dependencies between project files (e.g., information on what script uses which data file and what script needs to be run first) or on external software (e.g., system libraries or components of the programming language, such as other R packages) are frequently unmentioned or not exhaustively and unambiguously documented"" (p. 840)",,,"unclear",,
46,"Amelia","Reproducible research in R: a tutorial on how to do the same thing more than once","Executability","computing environment",,"injunctive","""computational steps are only executed when the software environment is set up"" (p. 862)",,,"yes","no",
46,"Amelia","Reproducible research in R: a tutorial on how to do the same thing more than once","Executability","dependency resolution",,"injunctive","""Dependency tracking helps automatically resolve dependencies between project files. In essence, researchers provide a collection of computational recipes.... The concept of computational recipes is central to our understanding of reproducibility because it enables a unified way to reproduce a project automatically."" (p. 840)",,,"yes","no",
46,"Amelia","Reproducible research in R: a tutorial on how to do the same thing more than once","Executability","new criterion","code runs without manual intervention","injunctive","""Upon rendering the document, the code blocks are executed, and their output is dynamically inserted into the document."" (p. 839)","numerical output match; table and figure match",,"no",,
46,"Amelia","Reproducible research in R: a tutorial on how to do the same thing more than once","Consistency","numerical output match",,"descriptive","""results are often manually copied from a statistical computing language into a text processor; if a given analysis is re-run and results are manually updated in the text processor, this may inadvertently lead to inconsistencies between the reported result and the reproduced result"" (p. 838)",,"codes consistent with claims","yes","no",
46,"Amelia","Reproducible research in R: a tutorial on how to do the same thing more than once","Consistency","table and figure match",,"injunctive","""This allows the creation of (conditionally) formatted text, statistical results, and figures that are guaranteed to be up-to-date because they are created anew every time the document is rendered"" (p. 839)",,"codes consistent with claims","yes","no",
47,"Amelia","The science of open (communication) science: toward an evidence-driven understanding of quality criteria in communication research","Availability","code deposit",,"injunctive","""reproducibility can indeed be elusive if analysis materials are not made available"" (p. 690)",,,"unclear",,
47,"Amelia","The science of open (communication) science: toward an evidence-driven understanding of quality criteria in communication research","Availability","data deposit",,"injunctive","""reproducibility can indeed be elusive if analysis materials are not made available"" (p. 690)",,,"unclear",,
47,"Amelia","The science of open (communication) science: toward an evidence-driven understanding of quality criteria in communication research","Availability","data documentation",,"injunctive","""While reproducibility can indeed be elusive if analysis materials are not made available or if data are not prepared for third-party use (e.g., when they lack annotations or clear variable labels)"" (p. 690)",,,"unclear",,
48,"Amelia","Challenges of curating for reproducible and FAIR research output","Availability","code deposit",,"injunctive","""Authors not making the data, software, workflow, or other digital objects available"" (p.20)",,,"unclear",,
48,"Amelia","Challenges of curating for reproducible and FAIR research output","Availability","data deposit",,"injunctive","""Authors not making the data, software, workflow, or other digital objects available"" (p.20)",,,"unclear",,
48,"Amelia","Challenges of curating for reproducible and FAIR research output","Availability","data documentation",,"injunctive","“We required the author to specify in their README that secondary users wishing to  verify the results themselves had to use the specific version of that package, otherwise the code would fail” (p. 11) and ""The Codebook provides context for the analysis data and must include all variables, variable definitions, values and value labels."" (p.11)",,,"unclear",,
48,"Amelia","Challenges of curating for reproducible and FAIR research output","Availability","data provenance",,"injunctive","""We also require full data citations for any original source data used in the analysis data."" (p.11)",,,"unclear",,
48,"Amelia","Challenges of curating for reproducible and FAIR research output","Availability","license",,"injunctive","""Inability to access data when conditions of use are unclear"" (p.20) and ""Unclear usage license"" (p.21)",,,"unclear",,
48,"Amelia","Challenges of curating for reproducible and FAIR research output","Availability","new criterion","artifacts longevity/sustainability","injunctive","""Uncertainty about whether the reproducibility package will still work in the future"" (p.21)",,,"unclear",,
48,"Amelia","Challenges of curating for reproducible and FAIR research output","Executability","dependency resolution",,"injunctive","""We required the author to specify in their README that secondary users wishing to verify the results themselves had to use the specific version of that package, otherwise the code would fail"" (p.11, ID25)",,,"unclear",,
48,"Amelia","Challenges of curating for reproducible and FAIR research output","Executability","computing environment",,"tacit","""we usually resolve this issue by running on the same operating system and asking the authors to provide text in the README highlighting this in case secondary users attempt to verify on the wrong OS"" (p.11, ID26)",,,"unclear",,
50,"Amelia","Fixing dependency errors for python build reproducibility","Executability","dependency resolution",,"descriptive","""PyDFix analyzes a total of 2,702 builds, identifying 1,921 (71.1%) of them to be unreproducible due to dependency errors"" (Abstract, p.439); operationalized via error-pattern table (p.444)",,,"unclear",,
51,"Amelia","A reproducible data analysis workflow with R Markdown, Git, Make, and Docker","Availability","code deposit",,"injunctive","""The workflow ensures meeting the primary goals that... 3) changes at any time... are tracked, tagged, and documented while earlier versions of both data and code remain accessible"" (p.1)",,,"yes","no",
51,"Amelia","A reproducible data analysis workflow with R Markdown, Git, Make, and Docker","Availability","data deposit",,"injunctive","""The workflow ensures meeting the primary goals that... 3) changes at any time... are tracked, tagged, and documented while earlier versions of both data and code remain accessible"" (p.1)",,,"yes","no",
51,"Amelia","A reproducible data analysis workflow with R Markdown, Git, Make, and Docker","Availability","license",,"injunctive","""to ensure that other users are legally able to benefit from the shared materials, authors must choose an appropriate license"" (p.23)",,,"no",,
51,"Amelia","A reproducible data analysis workflow with R Markdown, Git, Make, and Docker","Availability","data provenance",,"injunctive","""To use checksum validation, checksums for all data files must be created and stored at the time of the original analysis. At the time of reproduction, the current checksum must be compared with the stored checksum to ensure data integrity"" (p.19–20)",,,"yes","no",
51,"Amelia","A reproducible data analysis workflow with R Markdown, Git, Make, and Docker","Executability","path resolution",,"injunctive","""it is recommended that all files reside within one folder... and all paths are relative to that folder because absolute paths are specific to a given computer"" (p.19)",,,"yes","no",
51,"Amelia","A reproducible data analysis workflow with R Markdown, Git, Make, and Docker","Executability","dependency resolution",,"tacit","""Handling such dependencies is easy with Make because it allows you to manage dependencies by creating (computational) recipes to create or recreate files"" (p.8)",,,"yes","no",
51,"Amelia","A reproducible data analysis workflow with R Markdown, Git, Make, and Docker","Executability","computing environment",,"injunctive","""all computer code... is executed in a virtual environment that guarantees exact reproduction of results independent of the host operating system, the locally installed R version, and installed package versions"" (p.3–4)",,,"yes","no",
51,"Amelia","A reproducible data analysis workflow with R Markdown, Git, Make, and Docker","Executability","new criterion","version control","injunctive","Same goal-3 quote as Data/Code deposit above (p.1); mechanism described p.6: ""Version control manages changes to files... over time so that you can recall specific versions of files later""",,,"yes","no",
51,"Amelia","A reproducible data analysis workflow with R Markdown, Git, Make, and Docker","Consistency","numerical output match",,"injunctive","""The workflow ensures meeting the primary goals that 1) the reporting of statistical results is consistent with the actual statistical results (dynamic report generation)"" (p.1)",,,"unclear",,
52,"Amelia","CODECHECK: an open science initiative for the independent execution of computations underlying research articles during peer review to improve reproducibility","Availability","code deposit",,"injunctive","""The author submits their manuscript along with the code and data to the publisher"" (Step 1, p. 3)",,,"no",,
52,"Amelia","CODECHECK: an open science initiative for the independent execution of computations underlying research articles during peer review to improve reproducibility","Availability","data deposit",,"injunctive","""The author submits their manuscript along with the code and data to the publisher"" (Step 1, p. 3)",,,"no",,
52,"Amelia","CODECHECK: an open science initiative for the independent execution of computations underlying research articles during peer review to improve reproducibility","Availability","data documentation",,"injunctive","""Ideally, the author is expecting the CODECHECK and prepares for it... providing a set of instructions on how to re-run the computational workflow."" (p. 3–4)",,,"no",,
52,"Amelia","CODECHECK: an open science initiative for the independent execution of computations underlying research articles during peer review to improve reproducibility","Availability","license",,"injunctive","""Unless there are strong reasons to the contrary (e.g., sensitive data on human subjects), all code and data... will be made freely available when the certificate is published."" (Core Principle 5, p. 7)",,,"no",,
52,"Amelia","CODECHECK: an open science initiative for the independent execution of computations underlying research articles during peer review to improve reproducibility","Executability","computing environment",,"descriptive","""A cloud-based infrastructure allows for the codechecker and author to collaboratively improve the code and enforces a complete definition of the computing environment"" (p. 4)",,,"no",,
52,"Amelia","CODECHECK: an open science initiative for the independent execution of computations underlying research articles during peer review to improve reproducibility","Executability","coding error handling",,"injunctive","""Codecheckers record but don't investigate or fix... the job of the codechecker is not to fix these problems but simply to report them to the author and await a fix."" (Core Principle 1, p. 7)",,,"no",,
52,"Amelia","CODECHECK: an open science initiative for the independent execution of computations underlying research articles during peer review to improve reproducibility","Consistency","numerical output match",,"injunctive","""we do not require results to be identical for a CODECHECK to pass but simply that the code runs and generates output files that the author claims"" (p. 12)",,,"no",,
52,"Amelia","CODECHECK: an open science initiative for the independent execution of computations underlying research articles during peer review to improve reproducibility","Consistency","table and figure match",,"injunctive","""The codechecker writes a certificate stating how the code was run and includes a copy of outputs (figures or tables) that were independently generated."" (Step 4, p. 4)",,,"no",,
54,"Amelia","WORCS: a workflow for open reproducible code in science","Availability","data deposit",,"injunctive","""the researcher should version control some indelible record of the raw data"" (p. 40)",,,"unclear",,
54,"Amelia","WORCS: a workflow for open reproducible code in science","Availability","code deposit",,"injunctive","""the TOP-guideline of sharing analysis code can be met simply by committing the source code of the manuscript to the Git repository, and making this remote repository Public"" (p. 43)",,,"unclear",,
54,"Amelia","WORCS: a workflow for open reproducible code in science","Availability","data documentation",,"injunctive","""we recommend users to elaborate on the default codebook by adding variable description and categories"" (p. 44)",,,"unclear",,
54,"Amelia","WORCS: a workflow for open reproducible code in science","Availability","data provenance",,"tacit","""the worcs function closed_data() adds a paragraph to the project readme, indicating how readers can contact the author for access"" (p. 44)",,,"unclear",,
54,"Amelia","WORCS: a workflow for open reproducible code in science","Availability","license",,"injunctive","""we recommend users to specify an appropriate license for their projects... suggests a CC-BY 4.0 license by default"" (p. 44)",,,"unclear",,
54,"Amelia","WORCS: a workflow for open reproducible code in science","Availability","new criterion","artifacts longevity/sustainability","injunctive","""it is important to consider that all solutions have a limited shelf life... all code requires some maintenance if you want to reproduce it in the future"" (p. 34)",,,"unclear",,
54,"Amelia","WORCS: a workflow for open reproducible code in science","Executability","dependency resolution",,"injunctive","""All solutions to computational reproducibility require users to make their dependencies explicit"" (p. 34)",,,"unclear",,
54,"Amelia","WORCS: a workflow for open reproducible code in science","Executability","new criterion","version control","injunctive","""An integral part of WORCS is the explicit version control software Git"" (p. 32)",,,"unclear",,
54,"Amelia","WORCS: a workflow for open reproducible code in science","Executability","coding error handling",,"injunctive","""Any alterations to the data – including processing steps and even error corrections – should be documented in the code, instead of applied to the raw data"" (p. 40)",,,"unclear",,
55,"Amelia","Computational reproducibility: a practical framework for data curators","Availability","data deposit",,"injunctive","""A copy of the raw, unprocessed data should be shared alongside the code..."" (p.8)",,,"unclear",,
55,"Amelia","Computational reproducibility: a practical framework for data curators","Availability","code deposit",,"injunctive","""everything from data cleaning and file conversion to analyses should be scripted"" (p.7)",,,"unclear",,
55,"Amelia","Computational reproducibility: a practical framework for data curators","Availability","data documentation",,"injunctive","""an organized file directory should always contain a readme file... that explains the sub-directory structure, file contents, and processes"" (p.7)",,,"unclear",,
55,"Amelia","Computational reproducibility: a practical framework for data curators","Availability","data provenance",,"injunctive","""If data was gathered from an online repository, a permanent link to the source should be provided"" (p.8); ""should therefore be deposited to a well-established repository that registers persistent identifiers"" (p.8)",,,"unclear",,
55,"Amelia","Computational reproducibility: a practical framework for data curators","Availability","license",,"injunctive","""It is important to specify how others are permitted to use, modify, and distribute your work"" (p.8)",,,"unclear",,
55,"Amelia","Computational reproducibility: a practical framework for data curators","Executability","dependency resolution",,"injunctive","""explicit documentation of both the execution environment... and all requirements and dependencies of systems, software, and libraries should be clearly noted"" (p.7)",,,"unclear",,
55,"Amelia","Computational reproducibility: a practical framework for data curators","Executability","path resolution",,"injunctive","""scripts should use relative paths"" (p.7)",,,"unclear",,
55,"Amelia","Computational reproducibility: a practical framework for data curators","Executability","computing environment",,"injunctive","""explicit documentation of both the execution environment used to run the software... should be clearly noted in the code and/or readme file"" (p.7)",,,"unclear",,
56,"Amelia","Reproducibility badging and definitions","Availability","code deposit",,"descriptive","""author-created digital objects used in the research (including data and code) are permanently archived in a public repository that assigns a global identifier and guarantees persistence, and are made available via standard open licenses that maximize artifact availability"" (p.3)",,,"unclear",,
56,"Amelia","Reproducibility badging and definitions","Availability","data deposit",,"descriptive","""author-created digital objects used in the research (including data and code) are permanently archived in a public repository that assigns a global identifier and guarantees persistence, and are made available via standard open licenses that maximize artifact availability"" (p.3)",,,"unclear",,
56,"Amelia","Reproducibility badging and definitions","Availability","license",,"descriptive","""made available via standard open licenses that maximize artifact availability"" (p.3)",,,"unclear",,
56,"Amelia","Reproducibility badging and definitions","Availability","data documentation",,"injunctive","""these research objects should contain standard and complete metadata"" (p.5)",,,"unclear",,
56,"Amelia","Reproducibility badging and definitions","Consistency","numerical output match",,"descriptive","""an additional step was taken or facilitated by the badge issuer... to certify that an independent party has regenerated computational results using the author-created research objects, methods, code, and conditions of analysis"" (p.4, ROR-R)",,,"unclear",,
