openalex_id,title,retrieved_by,n_queries
https://openalex.org/W3107730715,A qualitative investigation of the therapeutic relationship in the facilitation of empowerment in psychological therapy for adults with learning disabilities,Q2,1
https://openalex.org/W3107745514,"Data-science ready, multisite, human diffusion MRI white-matter-tract statistics",Q1,1
https://openalex.org/W3107770003,Challenges for the Repeatability of Deep Learning Models,Q1,1
https://openalex.org/W3108071511,How to Conduct Rigorous Supervised Machine Learning in Information Systems Research: The Supervised Machine Learning Report Card,Q3,1
https://openalex.org/W3108841293,Languages and Visualization Tools for Data-Centric End-User Programming of Interactive Visualization Designs,Q6,1
https://openalex.org/W3109268737,The fundamental principles of reproducibility,"Q1, Q8",2
https://openalex.org/W3109429462,Mapping Political Communities: A Statistical Analysis of Lobbying Networks in Legislative Politics,"Q1, Q8, Q9, Q10, Q15",5
https://openalex.org/W3109687052,ReproGen: Proposal for a Shared Task on Reproducibility of Human Evaluations in NLG,"Q2, Q3",2
https://openalex.org/W3109815568,Data analysis and modeling pipelines for controlled networked social science experiments,"Q1, Q7, Q8, Q10, Q15",5
https://openalex.org/W3109855495,"Isabl Platform, a digital biobank for processing multimodal patient data","Q1, Q3",2
https://openalex.org/W3109862485,Twenty Years of Confusion in Human Evaluation: NLG Needs Evaluation Sheets and Standardised Definitions,Q3,1
https://openalex.org/W3109940030,Diagnosis clinical criteria of sport related concussion: Toward an operational criteria definition in France,Q2,1
https://openalex.org/W3109997279,Integrating metatranscriptomes and metagenomes for deconvolution of composition and expression in human gut and artificial communities,Q1,1
https://openalex.org/W3110010112,Survey on user studies on the effectiveness of treemaps,Q6,1
https://openalex.org/W3110053614,&lt;p&gt;Lung Function Assessment by Impulse Oscillometry in Adults&lt;/p&gt;,Q2,1
https://openalex.org/W3110567824,Analysing the Data-Driven Approach of Dynamically Estimating Positioning Accuracy,Q6,1
https://openalex.org/W3110587534,vanilla-option-pricing: Pricing and market calibration for options on energy commodities,Q5,1
https://openalex.org/W3110693568,"Trust but Verify: How to Leverage Policies, Workflows, and Infrastructure to Ensure Computational Reproducibility in Publication",Q1,1
https://openalex.org/W3110799767,A Call for Randomization in Clinical Trials of Liver Machine Perfusion Preservation,Q2,1
https://openalex.org/W3110858178,A Guide to Pre-Processing High-Throughput Animal Tracking Data,Q1,1
https://openalex.org/W3111020054,Perspectives on Data Reproducibility and Replicability in Paleoclimate and Climate Science,Q1,1
https://openalex.org/W3111124012,Teaching reproducible research for medical students and postgraduate pharmaceutical scientists,Q1,1
https://openalex.org/W3111326004,"annoFuse: an R Package to annotate, prioritize, and interactively explore putative oncogenic RNA fusions",Q1,1
https://openalex.org/W3111444287,Reproducibility and Replicability in Economics,"Q1, Q7, Q8, Q9, Q15",5
https://openalex.org/W3111572230,Towards an understanding of retouch flakes: A use-wear blind test on knapped stone microdebitage,Q1,1
https://openalex.org/W3111610496,Computational modeling of the immune response in multiple sclerosis using epimod framework,Q1,1
https://openalex.org/W3111867150,Easyreporting simplifies the implementation of Reproducible Research Layers in R software,"Q1, Q15",2
https://openalex.org/W3111917629,Interdisciplinary Discussions about the Conservation of Software-Based Art.,Q1,1
https://openalex.org/W3111919548,Over-research and ethics dumping in international archaeology | Nghiên cứu mang tính lối mòn và sự tha hóa về mặt đạo đức trong khảo cổ học quốc tế | ငငတကရဟငသတသနပညရပမ မဆလသ သတသနမင မသငလသ ကငဝတမ,"Q1, Q8, Q10",3
https://openalex.org/W3112004121,Knowledge and attitudes among life scientists towards reproducibility within journal articles: a research survey,"Q1, Q7, Q8",3
https://openalex.org/W3112134271,The Future of Sensitivity Analysis: An essential discipline for systems modeling and policy support,"Q1, Q7, Q8, Q10, Q14, Q15",6
https://openalex.org/W3112156541,Toward Reproducible and Extensible Research: from Values to Action,"Q1, Q3, Q7",3
https://openalex.org/W3112410503,Can reproducibility be improved in clinical natural language processing? A study of 7 clinical NLP suites,"Q1, Q4",2
https://openalex.org/W3112510551,Prevalence of bipolar disorder in multiple sclerosis: a systematic review and meta-analysis,Q2,1
https://openalex.org/W3112514346,Self-Correction by Design,Q1,1
https://openalex.org/W3112802146,Leveraging the National Academies’ Reproducibility and Replication in Science Report to Advance Reproducibility in Publishing,"Q1, Q5",2
https://openalex.org/W3112833645,An Interdisciplinary Elective Course to Build Computational Skills for Mathematical Modeling in Science and Engineering,Q1,1
https://openalex.org/W3113836445,An integrative workflow for 3D city model versioning,Q2,1
https://openalex.org/W3113851527,In silico and in vitro investigations of antihelmintic activities of selected approved drugs,Q1,1
https://openalex.org/W3114250261,Resiliency in Numerical Algorithm Design for Extreme Scale Simulations (Dagstuhl Seminar 20101),Q1,1
https://openalex.org/W3114552396,How Does Retail Engage Consumers in Sustainable Consumption? A Systematic Literature Review,"Q2, Q12, Q13",3
https://openalex.org/W3115018205,Pulmonary Function by Spirometry in Children with Perinatal HIV Infection,Q2,1
https://openalex.org/W3115547488,Experimental investigation of impact of injury measures on the protection screens of combat armoured vehicles,Q4,1
https://openalex.org/W3115910233,Toward Real-Time Analysis of Synchrotron Micro-Tomography Data: Accelerating Experimental Workflows with AI and HPC,Q1,1
https://openalex.org/W3116421544,Multilevel Monte Carlo methods for uncertainty quantification in brain simulations,Q6,1
https://openalex.org/W3116426787,QCEC: A JKQ tool for quantum circuit equivalence checking,Q5,1
https://openalex.org/W3116524183,Embedding Analytics within the Curation of Scientific Workflows,Q1,1
https://openalex.org/W3116741010,Acceso abierto y Ciencia reproducible,"Q1, Q7, Q8",3
https://openalex.org/W3116787929,Minimal Computing : One approach to the challenge of computational reproducibility,Q1,1
https://openalex.org/W3116999628,Childhood maltreatment and lung function: findings from the general population,"Q2, Q13",2
https://openalex.org/W3117205430,CiTAR - Preserving Software-based Research,Q1,1
https://openalex.org/W3117645005,"Decidual acute atherosis: immunohistochemical definition, immune cell involvement, and tissue heterogeneity",Q2,1
https://openalex.org/W3117651932,A New Artificial Immune System Based on Continuous Learning for Pattern Recognition,Q1,1
https://openalex.org/W3117884600,Anodic Trimerization of Catechol to Hexahydroxytriphenylene Using a Flow Microreactor,Q4,1
https://openalex.org/W3118268538,Make like a glass frog: In support of increased transparency in herpetology,"Q1, Q7",2
https://openalex.org/W3118724788,Novel CHD8 genomic targets identified in fetal mouse brain by <i>in vivo</i> Targeted DamID,Q2,1
https://openalex.org/W3118808067,"Amicus Plato, sed magis amica veritas: There is a reproducibility crisis in COVID-19 Computational Fluid Dynamics studies",Q2,1
https://openalex.org/W3119437245,End-to-End Training of Neural Retrievers for Open-Domain Question Answering,Q3,1
https://openalex.org/W3119459740,An Experimental Study of New Range-Hood Performance Metrics to Support Energy Savings and Standard/Certification Development,Q2,1
https://openalex.org/W3119512446,General neural mechanisms can account for rising slope preference in localization of ambiguous sounds,Q1,1
https://openalex.org/W3119523053,STaRT-RWE: structured template for planning and reporting on the implementation of real world evidence studies,"Q1, Q7",2
https://openalex.org/W3119577131,Development of a zebrafish screening model for diabetic retinopathy induced by hyperglycemia: Reproducibility verification in animal model,Q6,1
https://openalex.org/W3119636502,UnNatural Language Inference,Q3,1
https://openalex.org/W3119802268,Design of Continuous Transport of the Droplet by the Contact-Boiling Regime,Q6,1
https://openalex.org/W3119871025,Accelerator and Beam Physics Research Goals and Opportunities,Q1,1
https://openalex.org/W3119913464,Statistical Methods for Longitudinal Data Analysis and Reproducible Feature Selection in Human Microbiome Studies,Q2,1
https://openalex.org/W3119966185,Computation of upward pipe flows at supercritical pressures with blended turbulence model,Q1,1
https://openalex.org/W3120101028,Dipole moments of conjugated donor–acceptor substituted systems: calculations <i>vs.</i> experiments,Q1,1
https://openalex.org/W3120175707,Experimental Validation of the Quadratic Constitutive Relation in Supersonic Streamwise Corner Flows,Q1,1
https://openalex.org/W3120989597,Comparative cost analysis of cervical cancer screening programme based on molecular detection of HPV in Spain,"Q2, Q12",2
https://openalex.org/W3121008609,Immunological memory to SARS-CoV-2 assessed for up to 8 months after infection,Q3,1
https://openalex.org/W3121057863,Landslide size matters: a new spatial predictive paradigm,Q4,1
https://openalex.org/W3121087988,"PM4NGS, a project management framework for next-generation sequencing data analysis",Q1,1
https://openalex.org/W3121875687,MuSA: a graphical user interface for multi-OMICs data integration in radiogenomic studies,Q1,1
https://openalex.org/W3122109253,Sustainable data analysis with Snakemake,Q1,1
https://openalex.org/W3122566203,"Transparency, Reproducibility, and the Credibility of Economics Research","Q1, Q7, Q8, Q9, Q10, Q15",6
https://openalex.org/W3122624578,KSPHPDDM and PCHPDDM: Extending PETSc with advanced Krylov methods and robust multilevel overlapping Schwarz preconditioners,Q4,1
https://openalex.org/W3122927479,Saving Governance-by-Design,"Q1, Q7, Q8, Q10",4
https://openalex.org/W3123470195,Beyond Modeling: A Roadmap to Community Cyberinfrastructure for Ecological Data-Model Integration,Q1,1
https://openalex.org/W3123558432,The Effect of Inclusion Criteria on the Functional Properties Reported in Mouse Visual Cortex,Q2,1
https://openalex.org/W3123669514,Impacts of air pollution on respiratory symptoms and pulmonary functions among public drivers in Chiang Mai,Q2,1
https://openalex.org/W3124083892,Large organized chromatin lysine domains help distinguish primitive from differentiated cell populations,Q1,1
https://openalex.org/W3124247384,Surgical Resection for Crohn’s and Cancer: A Comparison of Disease-Specific Risk Factors and Outcomes,Q2,1
https://openalex.org/W3124249310,A Beginner's Guide to Conducting Reproducible Research,Q1,1
https://openalex.org/W3124483904,A Tool to Encourage Minimum Reporting GuidelineUptake for Data Analysis in Metabolomics,Q1,1
https://openalex.org/W3124582216,"Effects of power resistance training program with elastic bands on body composition, muscle strength and physical function in older women",Q2,1
https://openalex.org/W3124993462,Docker4Circ: A Framework for a Reproducible Characterization of CircRNAs from RNA-Seq Data,Q1,1
https://openalex.org/W3125115489,High heterogeneity undermines generalization of differential expression results in RNA-Seq analysis,Q6,1
https://openalex.org/W3126057285,Laterally biased diffusion of males of the water flea <i>Daphnia magna</i>,Q1,1
https://openalex.org/W3126390191,"Analysing the requirements for an Open Research Knowledge Graph: use cases, quality requirements, and construction strategies",Q3,1
https://openalex.org/W3126756260,"OpenAWSEM with Open3SPN2: A fast, flexible, and accessible framework for large-scale coarse-grained biomolecular simulations",Q1,1
https://openalex.org/W3127058026,"Comparing lung oscillometry with a novel, portable flow interrupter device to measure lung mechanics",Q2,1
https://openalex.org/W3127182278,Results of a survey on elderly head and neck cancer patients on behalf of the Italian Association of Radiotherapy and Clinical Oncology (AIRO),Q2,1
https://openalex.org/W3127360635,Monte Carlo Evidence on Simple Conventional Means to Characterize the Final Extent of Reaction of Cured End-Linked Polymer Networks through the Miller–Macosko Nonlinear Polymerization Theory,Q1,1
https://openalex.org/W3128022240,Research Guides & Library How-To: Academic Publishing Guide for Faculty and Researchers: Publishing and Reproducibility,Q4,1
https://openalex.org/W3128023474,Guerrilla Badges for Reproducible Geospatial Data Science (AGILE 2019 Short Paper),Q1,1
https://openalex.org/W3128052607,Null and Void? Errors in Meta-analysis on Perceptual Disfluency and Recommendations to Improve Meta-analytical Reproducibility,"Q1, Q5",2
https://openalex.org/W3128167852,Antibodies Validated for Routinely Processed Tissues Stain Frozen Sections Unpredictably,Q2,1
https://openalex.org/W3128249766,Reproducibility Badging and Definitions,Q5,1
https://openalex.org/W3128280287,ICE-Talk 2: Interface for Controllable Expressive TTS with perceptual assessment tool,Q5,1
https://openalex.org/W3128331013,Which aspects of the Open Science agenda are most relevant to scientometric research and publishing? An opinion paper,"Q1, Q8, Q10",3
https://openalex.org/W3128782210,Bayesian statistics and modelling,"Q1, Q8",2
https://openalex.org/W3128839699,"Peer Review #1 of ""Clinical relevance assessment of animal preclinical research (RAA) tool: development and explanation (v0.2)""",Q1,1
https://openalex.org/W3128884215,Open science in psychophysiology: An overview of challenges and emerging solutions,"Q1, Q8",2
https://openalex.org/W3128900826,A Knowledge Graph-Based Data Integration Framework Applied to Battery Data Management,Q1,1
https://openalex.org/W3128940808,Repository Approaches to Improving the Quality of Shared Data and Code,"Q1, Q6, Q8, Q9",4
https://openalex.org/W3129777601,Jupyter: Thinking and Storytelling With Code and Data,"Q1, Q7",2
https://openalex.org/W3129905310,Integrating CyberGIS and Urban Sensing for Reproducible Streaming Analytics,Q1,1
https://openalex.org/W3129996541,Therapeutic Use of Mesenchymal Stromal Cells: The Need for Inclusive Characterization Guidelines to Accommodate All Tissue Sources and Species,Q4,1
https://openalex.org/W3130058447,Numerical modeling of Earth's dynamic surface: a community approach,"Q1, Q8",2
https://openalex.org/W3130222610,OldSlavNet: A scalable Early Slavic dependency parser trained on modern language data,Q5,1
https://openalex.org/W3130377145,Inhibitory control as a biobehavioral construct: Integrating perspectives across measurement modalities,Q1,1
https://openalex.org/W3130609605,Exploration of subsequent yield surfaces through unit cell simulations,Q1,1
https://openalex.org/W3130880972,Regional and Layer Distribution of Residual Stresses in an Unloaded Aortic Medial Wall,Q1,1
https://openalex.org/W3131178431,Proton Coupled Electron Transfer at Heavy Metal Sites,Q1,1
https://openalex.org/W3131788620,TRAC at 30: A Bibliometric Analysis of the TRAC Community,Q1,1
https://openalex.org/W3132043500,A workflow language for research e-infrastructures,Q1,1
https://openalex.org/W3132316791,Current status on the need for improved accessibility to climate models code,Q1,1
https://openalex.org/W3132654286,The Acidities of Nucleophilic Monofluoromethylation Reagents: An Anomalous α‐Fluorine Effect,Q1,1
https://openalex.org/W3132890739,THE ROLE OF 3D MODEL AS SURGICAL GUIDANCE IN MANDIBULAR RECONSTRUCTION SURGERY,Q6,1
https://openalex.org/W3133197768,Countering reproducibility issues in mathematical models with software engineering techniques: A case study using a one-dimensional mathematical model of the atrioventricular node,Q1,1
https://openalex.org/W3133395457,Heart rate recovery in asthmatic children and adolescents after clinical field test,Q2,1
https://openalex.org/W3133608131,Reviewers' Decision to Sign Reviews is Related to Their Recommendation,Q1,1
https://openalex.org/W3133685844,Polyflow: a Polystore-compliant Mechanism to Provide Interoperability to Heterogeneous Provenance Graphs,"Q1, Q7, Q15",3
https://openalex.org/W3133755953,Trustworthy Computational Evidence Through Transparency and Reproducibility,Q5,1
https://openalex.org/W3133823454,Metals and methylotrophy: Via global gene expression studies,Q1,1
https://openalex.org/W3133916326,Containers and orchestration of numerical ocean model for computational reproducibility and portability in public and private clouds: Application of ROMS 3.6,Q1,1
https://openalex.org/W3134138474,Machine Learning-Based Node Characterization for Smart Grid Demand Response Flexibility Assessment,"Q1, Q7",2
https://openalex.org/W3134255974,Split Computing and Early Exiting for Deep Learning Applications: Survey and Research Challenges,Q3,1
https://openalex.org/W3134504418,Intervenciones para reducir el estigma hacia personas con trastornos mentales graves en Iberoamérica: una revisión sistemática,"Q2, Q13",2
https://openalex.org/W3134715562,Geospatial Queries on Data Collection Using a Common Provenance Model,Q1,1
https://openalex.org/W3134728289,Digital Data and Data Literacy in Archaeology Now and in the New Decade,Q1,1
https://openalex.org/W3134750715,Abstract IA-15: Platforms to improve reproducibility in artificial intelligence research,Q1,1
https://openalex.org/W3134815329,"Open data on beads, pendants, blanks from the Ceramic Age Caribbean",Q1,1
https://openalex.org/W3134931076,Prognostic value of symptoms at lung cancer diagnosis: a three-year observational study,Q2,1
https://openalex.org/W3135096706,Research data management for open science,"Q1, Q8, Q10",3
https://openalex.org/W3135375990,Replicability in Empirical Legal Research,"Q1, Q7, Q8, Q9, Q15",5
https://openalex.org/W3135412441,Ligand Architecture Perturbation Influences the Reactivity of Nonheme Iron(V)-Oxo Tetraamido Macrocyclic Ligand Complexes: A Combined Experimental and Theoretical Study,Q1,1
https://openalex.org/W3135667413,B cell‐activating factors in autoimmune pulmonary alveolar proteinosis,Q2,1
https://openalex.org/W3136175056,Metal–metal bonded alkaline-earth distannyls,Q1,1
https://openalex.org/W3136274407,Preregistering NLP research,Q3,1
https://openalex.org/W3136863538,Response to letter about “Estimated salt intake and risk of atrial fibrillation in a prospective community‐based cohort”,Q4,1
https://openalex.org/W3137161953,Aptima HPV messenger RNA testing and histopathologic follow‐up in women with HSIL cytology: A study emphasizing additional review of HPV‐negative cases,Q2,1
https://openalex.org/W3137174954,A large-scale study on research code quality and execution,"Q1, Q3, Q7, Q8, Q9, Q10, Q15",7
https://openalex.org/W3137244109,Open Science in Spain: Towards a Coordinated Strategy,"Q1, Q15",2
https://openalex.org/W3137603542,Efficient Scientific Self-Correction in Times of Crisis,Q1,1
https://openalex.org/W3137721329,The abTEM code: transmission electron microscopy from first principles,Q1,1
https://openalex.org/W3137859708,Prospective evaluation of third-generation small bowel capsule endoscopy videos by independent readers demonstrates poor reproducibility of cleanliness classifications,Q2,1
https://openalex.org/W3138131091,Asymmetries around the visual field: From retina to cortex to behavior,Q1,1
https://openalex.org/W3138661355,Status Report on Software Testing: Test-Comp 2021,Q4,1
https://openalex.org/W3138841584,Broadband optical conductivity of the chiral multifold semimetal PdGa,Q1,1
https://openalex.org/W3139068150,Machine learning-based ability to classify psychosis and early stages of disease through parenting and attachment-related variables is associated with social cognition,Q1,1
https://openalex.org/W3139082490,"Peer Review #2 of ""A fresh look at an old concept: home-range estimation in a tidy world (v0.2)""",Q1,1
https://openalex.org/W3139277020,The Human Evaluation Datasheet: A Template for Recording Details of Human Evaluation Experiments in NLP,Q3,1
https://openalex.org/W3139394221,A Systematic Review of Reproducibility Research in Natural Language Processing,Q3,1
https://openalex.org/W3140092836,Distributional Effects of Education on Health,"Q2, Q12, Q13",3
https://openalex.org/W3140558569,The case for free and open source software in research and scholarship,Q1,1
https://openalex.org/W3141370374,#EEGManyLabs: Investigating the replicability of influential EEG experiments,"Q1, Q8",2
https://openalex.org/W3141699244,The Prediction of Body Mass Index from Negative Affectivity through Machine Learning: A Confirmatory Study,Q1,1
https://openalex.org/W3141961597,gcProfileMakeR: An R Package for Automatic Classification of Constitutive and Non-Constitutive Metabolites,Q2,1
https://openalex.org/W3142373622,Computational Analysis of circRNA Expression Data,Q1,1
https://openalex.org/W3142591725,Design considerations for workflow management systems use in production genomics research and the clinic,Q1,1
https://openalex.org/W3143594975,Resection of a uterine septum in a normal uterus: Whoa Nellie,Q2,1
https://openalex.org/W3143891686,History and Future Perspectives on the Discipline of Quantitative Systems Pharmacology Modeling and Its Applications,Q2,1
https://openalex.org/W3144402300,Stable Deep Neural Network Architectures for Mitochondria Segmentation on Electron Microscopy Volumes,Q3,1
https://openalex.org/W3146174187,Spatiotemporal data mining: a survey on challenges and open problems,Q6,1
https://openalex.org/W3146437020,Evaluating the Morphosyntactic Well-formedness of Generated Texts,Q3,1
https://openalex.org/W3146460463,Ревматическая полимиалгия в клинических рекомендациях 2018–2020 гг. Часть II: диагностика васкулита,Q2,1
https://openalex.org/W3147462819,Interobserver Variation in Evaluating Perineural Invasion for Oral Squamous Cell Carcinoma: Phase 2 Survey Study,Q2,1
https://openalex.org/W3148503894,Gene name errors: lessons not learned,Q1,1
https://openalex.org/W3148723922,Collaborating with our community to increase code sharing,Q1,1
https://openalex.org/W3148787158,Probabilistic Modelling for Incorporating Uncertainty in Least Cost Path Results: a Postdictive Roman Road Case Study,Q1,1
https://openalex.org/W3149461244,A scoping review of registry captured indicators for evaluating quality of critical care in ICU,Q6,1
https://openalex.org/W3149889935,Learning from reproducing computational results: introducing three principles and the<i>Reproduction Package</i>,Q1,1
https://openalex.org/W3150389638,TRACK: A New Method from a Re-examination of Deep Architectures for Head Motion Prediction in 360-degree Videos,Q5,1
https://openalex.org/W3151240889,CODECHECK: an Open Science initiative for the independent execution of computations underlying research articles during peer review to improve reproducibility,"Q1, Q3",2
https://openalex.org/W3151289162,Discovery of Novel Sultone Fused Berberine Derivatives as Promising Tdp1 Inhibitors,Q6,1
https://openalex.org/W3151773595,Ultrasmall iron oxide nanoparticles induced ferroptosis via Beclin1/ATG5-dependent autophagy pathway,Q6,1
https://openalex.org/W3152194451,"Towards open, reliable, and transparent ecology and evolutionary biology",Q1,1
https://openalex.org/W3152224411,Effects of an optimised approach to home-based respiratory care in individuals with amyotrophic lateral sclerosis: a study protocol for a randomised controlled trial,Q2,1
https://openalex.org/W3152709531,Back-Training excels Self-Training at Unsupervised Domain Adaptation of Question Generation and Passage Retrieval,Q3,1
https://openalex.org/W3152740956,Case-based Reasoning for Natural Language Queries over Knowledge Bases,Q3,1
https://openalex.org/W3152811309,A global disinfectant standard for cleanrooms: Presenting a harmonised approach,Q2,1
https://openalex.org/W3153080589,Population Modelling in Affective Disorders,"Q1, Q7, Q14, Q15",4
https://openalex.org/W3153426559,Design and Additive Manufacturing of a Biomimetic Customized Cranial Implant Based on Voronoi Diagram,Q1,1
https://openalex.org/W3153521914,eLabFTW as an Open Science tool to improve the quality and translation of preclinical research,Q1,1
https://openalex.org/W3153599794,GRAPES-DD: exploiting decision diagrams for index-driven search in biological graph databases,Q1,1
https://openalex.org/W3154326799,mlf-core: a framework for deterministic machine learning,Q3,1
https://openalex.org/W3154512141,Cheap and Good? Simple and Effective Data Augmentation for Low Resource Machine Reading,Q3,1
https://openalex.org/W3154844554,In-fat pointer: hardware-assisted tagged-pointer spatial memory safety defense with subobject granularity protection,Q5,1
https://openalex.org/W3155038686,A machine learning research template for binary classification problems and shapley values integration,Q5,1
https://openalex.org/W3155196695,The roles of code in biology,Q1,1
https://openalex.org/W3155274181,Decoding Neuromuscular Disorders Using Phenotypic Clusters Obtained From Co-Occurrence Networks,Q1,1
https://openalex.org/W3155294377,Opportunities and Challenges in Democratizing Immunology Datasets,"Q1, Q8, Q10",3
https://openalex.org/W3155360967,Epistemic issues in computational reproducibility: software as the elephant in the room,Q1,1
https://openalex.org/W3155872716,Spatiotemporal data mining: a survey on challenges and open problems,Q6,1
https://openalex.org/W3156234285,The Misreporting Trade-Off Between List Experiments and Direct Questions in Practice: Partition Validation Evidence from Two Countries,"Q1, Q7, Q8, Q9",4
https://openalex.org/W3156942833,Reproducibility Report for the Paper: QN-based Modeling and Analysis of Software Performance Antipatterns for Cyber-Physical Systems,Q5,1
https://openalex.org/W3157059443,Traceability for Trustworthy AI: A Review of Models and Tools,Q1,1
https://openalex.org/W3157143276,"Replications, Comparisons, Sampling and the Problem of Representativeness in Animal Cognition Research",Q1,1
https://openalex.org/W3157225713,Dynabench: Rethinking Benchmarking in NLP,Q4,1
https://openalex.org/W3157330720,Studies in Analytical Reproducibility: the Conquaire Project,"Q1, Q7, Q15",3
https://openalex.org/W3157373137,"A provenance-based semantic approach to support understandability, reproducibility, and reuse of scientific experiments",Q1,1
https://openalex.org/W3157492970,Facemask Spirometry as a Marker of Respiratory Function and Prognosis in Motor Neurone Disease,Q2,1
https://openalex.org/W3157860217,How to quantify bilingual experience? Findings from a Delphi consensus survey,Q2,1
https://openalex.org/W3158009196,Cash Transfers and Migration: Theory and Evidence from a Randomized Controlled Trial,"Q1, Q7, Q15",3
https://openalex.org/W3158015415,Preferred reporting items for systematic reviews and meta‐analyses in ecology and evolutionary biology: a <scp>PRISMA</scp> extension,"Q1, Q10, Q15",3
https://openalex.org/W3158078823,PREVIS: Predictive visual analytics of anatomical variability for radiotherapy decision support,Q6,1
https://openalex.org/W3158081294,How Much Is Enough? First Steps to a Social Ecology of the Pergamon Microregion,"Q1, Q7",2
https://openalex.org/W3158094148,"CRITERIA AND TOOLS TO CATALOGUE BRICK-MASONRY VAULTS. THE GIS-DATABASE OF FRAME, A FASCE AND PLANTERIAN VAULTS BETWEEN THE 16TH AND 18TH CENTURY IN NORTHERN ITALY",Q2,1
https://openalex.org/W3158145137,Seven challenges in the multiscale modeling of multicellular tissues,Q1,1
https://openalex.org/W3158296740,Transitioning to the Next Generation of Metadata.,Q5,1
https://openalex.org/W3158415553,Determination of image features in cone beam computerized tomography used in lung stereotactic radiotherapy: A phantom study,Q2,1
https://openalex.org/W3158423698,Towards community-driven metadata standards for light microscopy: tiered specifications extending the OME model,Q2,1
https://openalex.org/W3158428343,ESPIROMETRIA EM ESCOLARES DURANTE ESTUDOS DE CAMPO: REALIZAÇÃO EM DIAS DIFERENTES ALTERA O RESULTADO DO EXAME?,"Q2, Q13",2
https://openalex.org/W3158437819,Prevalência e fatores sociodemográficos associados ao comportamento sedentário em adolescentes de Rio Claro-SP,Q6,1
https://openalex.org/W3158546466,"""What is computational reproducibility?"" and ""Diversity in reproducibility""",Q1,1
https://openalex.org/W3158582791,Computational Reproducibility of Named Entity Recognition methods in the biomedical domain,"Q1, Q5",2
https://openalex.org/W3158839100,"Enhanced Deep-Inspiration Breath Hold Superior to High-Frequency Percussive Ventilation for Respiratory Motion Mitigation: A Physiology-Driven, MRI-Guided Assessment Toward Optimized Lung Cancer Treatment With Proton Therapy",Q2,1
https://openalex.org/W3159015645,Electronegative metal dopants improve switching consistency in Al2O3 resistive switching devices,Q4,1
https://openalex.org/W3159428760,Sample Size Justification,"Q1, Q8",2
https://openalex.org/W3159582447,A Solid Supported Membrane-Based Technology for Electrophysical Screening of B0AT1-Modulating Compounds,Q6,1
https://openalex.org/W3159648377,"Simplifying the development of portable, scalable, and reproducible workflows",Q1,1
https://openalex.org/W3159901544,A bug in the resistance to EGFR inhibitors: is there a role for Mycoplasma and cytidine deaminase in reducing the activity of osimertinib in lung cancer patients?,Q2,1
https://openalex.org/W3160087256,Open science in practice: 300 published research ideas and outcomes illustrate how RIO Journal facilitates engagement with the research process,"Q1, Q7, Q10",3
https://openalex.org/W3160089227,Assembling a consensus on actinic cheilitis: A Delphi study,Q2,1
https://openalex.org/W3160140965,Radiotherapy in Follicular Lymphoma Staged by 18F-FDG-PET/CT: A German Monocenter Study,Q2,1
https://openalex.org/W3160188067,An Approach for Open and Reproducible Hydrological Modeling using Sciunit and HydroShare,Q1,1
https://openalex.org/W3160267623,Open Science at Liberal Arts Colleges,Q1,1
https://openalex.org/W3160344069,Understanding and improving the quality and reproducibility of Jupyter notebooks,Q1,1
https://openalex.org/W3160462419,Reliability of Portable Spirometry Performed in the Korea National Health and Nutrition Examination Survey Compared to Conventional Spirometry,Q2,1
https://openalex.org/W3160506961,Comparison of Laser Fluorescence and Digital Radiograph with International Caries Detection and Assessment System in Primary Teeth (In-vivo study),Q6,1
https://openalex.org/W3160510808,Introduction to reproducible psychological research,Q1,1
https://openalex.org/W3160538576,Optimum blend of fractal methods for automatic malignancy determination in dermoscopy images,Q2,1
https://openalex.org/W3160570499,Pulmonary function by spirometry in children with perinatal HIV infection,Q2,1
https://openalex.org/W3160580080,BNNpriors: A library for Bayesian neural network inference with different prior distributions,Q5,1
https://openalex.org/W3160735140,Urinary miRNA profiles discriminate between obstruction-induced bladder dysfunction and healthy controls,Q4,1
https://openalex.org/W3160789453,Sleepy and Secluded: Sleep Disturbances are Associated With Connectedness in Early Adolescent Social Networks,"Q1, Q8",2
https://openalex.org/W3160796702,The Importance of Rigorous Methods in a Growing Research Field: Five Practices for ASMR Researchers,"Q1, Q8, Q10",3
https://openalex.org/W3161032360,2020 list of human papillomavirus assays suitable for primary cervical cancer screening,Q2,1
https://openalex.org/W3161082012,GeneTonic: an R/Bioconductor package for streamlining the interpretation of RNA-seq data,Q1,1
https://openalex.org/W3161085248,"Support Efficient, Scalable, and Online Social Spam Detection in System","Q1, Q7, Q15",3
https://openalex.org/W3161131900,Valley Isospin Controlled Fractional Quantum Hall States in Bilayer Graphene,Q2,1
https://openalex.org/W3161171184,A computational process-tracing method for measuring people’s planning strategies and how they change over time,"Q1, Q7",2
https://openalex.org/W3161368439,SemSegLoss: A python package of loss functions for semantic segmentation,Q5,1
https://openalex.org/W3161381829,"Text Analysis for Psychology: Methods, Principles, and Practices","Q1, Q8",2
https://openalex.org/W3161643086,IEEE Standard for Bioinformatics Analyses Generated by High-Throughput Sequencing (HTS) to Facilitate Communication,Q6,1
https://openalex.org/W3161856863,Ranking Reprogramming Factors for Directed Differentiation,Q1,1
https://openalex.org/W3161987791,tinygarden — A java package for testing properties of spanning trees,Q5,1
